5986867184	5566981399	508	1927228815	"2016-07-22 12:26:28"
5986867184	5573518642	508	1927228815	"2016-07-22 12:26:28"
5986867184	5985070767	780	986836020	"2016-07-28 13:28:33"
5986867184	5985070954	780	3026943703	"2016-07-29 08:20:13"
5986867184	5984069469	780	1968353150	"2016-07-30 04:38:02"
5986867184	5982874033	780	2045745837	"2016-07-30 22:50:39"
5986867184	5984069477	780	1968364226	"2016-07-31 19:46:15"
5986867184	5982874018	780	2045517724	"2016-08-01 23:17:24"
5986867184	5986865610	780	1926989083	"2016-08-04 07:55:32"
5986867184	5986250138	780	1926989808	"2016-08-05 21:01:20"
5986867184	5982707412	780	1926832753	"2016-08-06 19:44:36"
5986867184	5983901960	780	1899686086	"2016-09-14 02:25:34"
5986867184	5986249474	780	1899686086	"2016-09-14 02:25:37"
5986867184	5993290471	780	1899686593	"2016-09-17 09:20:46"
5986867184	5993940759	780	1899686593	"2016-09-17 09:20:50"
5986867184	5992146559	780	1899686593	"2016-09-17 09:20:54"
5986867329	1239246050	751	3083601717	"2016-07-22 12:28:06"
5986867329	1639208147	751	3083601717	"2016-07-22 12:28:06"
5986867329	1650450024	751	3083601717	"2016-07-22 12:28:06"
5986867329	1703612533	751	3083601717	"2016-07-22 12:28:06"
5986867329	1713961440	751	3083601717	"2016-07-22 12:28:06"
5986867329	1730330447	751	3083601717	"2016-07-22 12:28:06"
5986867329	1746865487	751	3083601717	"2016-07-22 12:28:06"
5986867329	1763415704	751	3083601717	"2016-07-22 12:28:06"
